date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:40	16200/16200	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2010:15:28%20GMT	https://khaddo.learnhunter.xyz/img/category/category-33.png	E:/new/food/khaddo.learnhunter.xyz/img/category/category-33.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:40	16187/16187	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2010:15:16%20GMT	https://khaddo.learnhunter.xyz/img/category/category-44.png	E:/new/food/khaddo.learnhunter.xyz/img/category/category-44.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:40	10693/10693	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2010:15:40%20GMT	https://khaddo.learnhunter.xyz/img/category/category-55.png	E:/new/food/khaddo.learnhunter.xyz/img/category/category-55.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:41	12857/12857	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2010:15:22%20GMT	https://khaddo.learnhunter.xyz/img/category/category5.png	E:/new/food/khaddo.learnhunter.xyz/img/category/category5.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:41	17435/17435	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Apr%202021%2010:15:34%20GMT	https://khaddo.learnhunter.xyz/img/category/category7.png	E:/new/food/khaddo.learnhunter.xyz/img/category/category7.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:42	216484/216484	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:16:32%20GMT	https://khaddo.learnhunter.xyz/img/product/4-600x600.png	E:/new/food/khaddo.learnhunter.xyz/img/product/4-600x600.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:42	18101/18101	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Jun%202018%2004:11:38%20GMT	https://khaddo.learnhunter.xyz/img/sp-loading.gif	E:/new/food/khaddo.learnhunter.xyz/img/sp-loading.gif	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:43	884916/884916	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:14:58%20GMT	https://khaddo.learnhunter.xyz/img/product/11.png	E:/new/food/khaddo.learnhunter.xyz/img/product/11.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:43	213296/213296	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:16:42%20GMT	https://khaddo.learnhunter.xyz/img/product/6-600x600.png	E:/new/food/khaddo.learnhunter.xyz/img/product/6-600x600.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:43	3810/3810	---M--	200	added ('OK')	image/png	etag:%225f51f2e9-ee2%22	https://demo2wpopal.b-cdn.net/poco/wp-content/uploads/2020/08/trust-symbols.png	E:/new/food/demo2wpopal.b-cdn.net/poco/wp-content/uploads/2020/08/trust-symbols.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:44	229207/229207	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:16:36%20GMT	https://khaddo.learnhunter.xyz/img/product/8-600x600.png	E:/new/food/khaddo.learnhunter.xyz/img/product/8-600x600.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:44	159594/159594	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:04:48%20GMT	https://khaddo.learnhunter.xyz/img/product/product2.png	E:/new/food/khaddo.learnhunter.xyz/img/product/product2.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:44	125630/125630	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:04:54%20GMT	https://khaddo.learnhunter.xyz/img/product/product3.png	E:/new/food/khaddo.learnhunter.xyz/img/product/product3.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:44	116381/116381	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Mar%202021%2018:04:42%20GMT	https://khaddo.learnhunter.xyz/img/product/product1.png	E:/new/food/khaddo.learnhunter.xyz/img/product/product1.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:45	149307/149307	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Sep%202021%2017:15:28%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:45	188262/188262	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Sep%202021%2017:18:16%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img2.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img2.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:45	166217/166217	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Sep%202021%2017:23:30%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img3.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img3.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:45	44637/44637	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Sep%202021%2017:24:40%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img4.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img4.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:45	200138/200138	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Sep%202021%2017:13:46%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img5.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img5.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:46	13429/13429	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202021%2019:33:04%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img6.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img6.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:46	13279/13279	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202021%2019:33:18%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img7.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img7.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:46	140987/140987	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Sep%202021%2017:14:32%20GMT	https://khaddo.learnhunter.xyz/img/blog/insta_img8.jpg	E:/new/food/khaddo.learnhunter.xyz/img/blog/insta_img8.jpg	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:46	2841/2841	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2020:30:40%20GMT	https://khaddo.learnhunter.xyz/img/icon/visa.png	E:/new/food/khaddo.learnhunter.xyz/img/icon/visa.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:47	2494/2494	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2020:30:58%20GMT	https://khaddo.learnhunter.xyz/img/icon//discover.png	E:/new/food/khaddo.learnhunter.xyz/img/icon/discover.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:47	3407/3407	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2020:31:10%20GMT	https://khaddo.learnhunter.xyz/img/icon//master_card.png	E:/new/food/khaddo.learnhunter.xyz/img/icon/master_card.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:47	2670/2670	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2020:31:24%20GMT	https://khaddo.learnhunter.xyz/img/icon//paypal.png	E:/new/food/khaddo.learnhunter.xyz/img/icon/paypal.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:48	3209/3209	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2020:31:36%20GMT	https://khaddo.learnhunter.xyz/img/icon//amarican_express.png	E:/new/food/khaddo.learnhunter.xyz/img/icon/amarican_express.png	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:48	84320/84320	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Jun%202018%2004:11:38%20GMT	https://khaddo.learnhunter.xyz/js/jquery-2.1.3.min.js	E:/new/food/khaddo.learnhunter.xyz/js/jquery-2.1.3.min.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:48	80427/80427	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Mar%202021%2018:45:26%20GMT	https://khaddo.learnhunter.xyz/js/bootstrap.bundle.min.js	E:/new/food/khaddo.learnhunter.xyz/js/bootstrap.bundle.min.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:49	12174/12174	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2009%20May%202021%2019:13:10%20GMT	https://khaddo.learnhunter.xyz/js/timePic.js	E:/new/food/khaddo.learnhunter.xyz/js/timePic.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:49	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Apr%202018%2013:22:10%20GMT	https://khaddo.learnhunter.xyz/js/owl.carousel.min.js	E:/new/food/khaddo.learnhunter.xyz/js/owl.carousel.min.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:49	89032/89032	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2008:59:46%20GMT	https://khaddo.learnhunter.xyz/js/mixitup.min.js	E:/new/food/khaddo.learnhunter.xyz/js/mixitup.min.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:50	177/177	---M--	200	added ('OK')	application/javascript	date:Sat,%2017%20Apr%202021%2003:23:46%20GMT	https://khaddo.learnhunter.xyz/js/mixtup.js	E:/new/food/khaddo.learnhunter.xyz/js/mixtup.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:50	1342/1342	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2008%20Aug%202020%2018:45:36%20GMT	https://khaddo.learnhunter.xyz/js/jquery.countdown.min.js	E:/new/food/khaddo.learnhunter.xyz/js/jquery.countdown.min.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:50	8338/8338	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2009%20May%202021%2001:21:54%20GMT	https://khaddo.learnhunter.xyz/js/smoothproducts.min.js	E:/new/food/khaddo.learnhunter.xyz/js/smoothproducts.min.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:50	7705/7705	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2025%20Sep%202021%2015:47:16%20GMT	https://khaddo.learnhunter.xyz/js/main.js	E:/new/food/khaddo.learnhunter.xyz/js/main.js	(from https://khaddo.learnhunter.xyz/category_product.html)
16:43:51	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.eot	E:/new/food/khaddo.learnhunter.xyz/font/fontawesome/webfonts/fa-brands-400.eot	(from https://khaddo.learnhunter.xyz/font/fontawesome/css/all.css)
